2014-2015 Award Year Campus-Based Program Data by School,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,, FEDERAL WORK-STUDY ,,, PERKINS LOAN ,,, FEDERAL SUPPLEMENTAL EDUCATIONAL OPPORTUNITY GRANTS ,,
00632400, Laboure College, MA,21264253, Private/Non-Profit,15," $37,805.00 "," $39,083.00 ",11, $-   ," $36,000.00 ",42," $39,215.00 "," $65,100.00 "
00633100, Lawrence Memorial Hospital School of Nursing, MA,21551643, Private/Non-Profit,26," $28,028.00 "," $60,987.00 ",1, $-   ," $2,000.00 ",16," $11,566.00 "," $15,422.00 "
00638500, Chamberlain College of Nursing, IL,601010000, Proprietary,240," $709,910.00 "," $614,521.00 ",0, $-   , $-   ,1519," $649,238.00 "," $1,149,999.00 "
00638900, Goldfarb School of Nursing at Barnes-Jewish College, MO,631101091, Private/Non-Profit,29," $60,000.00 "," $35,814.00 ",0, $-   , $-   ,120," $29,041.00 "," $58,370.00 "
00639200, Research Medical Center, MO,641321199, Proprietary,0, $-   , $-   ,0, $-   , $-   ,10," $10,000.00 "," $13,928.00 "
00639900, Bryan College of Health Sciences, NE,685061398, Private/Non-Profit,20," $7,559.00 "," $9,612.00 ",0, $-   , $-   ,0, $-   , $-   
00640400, Nebraska Methodist College of Nursing & Allied Health, NE,681142852, Private/Non-Profit,24," $39,385.00 "," $37,361.00 ",1, $-   ," $4,000.00 ",42," $25,174.00 "," $42,000.00 "
00642100, JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder Schools, NJ,70613399, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,71," $22,572.00 "," $29,650.00 "
00643500, Arnot Ogden Medical Center, NY,149051676, Private/Non-Profit,3," $4,815.00 "," $8,020.00 ",1, $-   ," $1,000.00 ",28," $7,414.00 "," $9,885.00 "
00643800, Phillips Beth Israel School of Nursing, NY,100016354, Private/Non-Profit,5," $13,435.00 "," $10,328.00 ",0, $-   , $-   ,81," $18,951.00 "," $25,268.00 "
00647700, Cabarrus College of Health Sciences, NC,280253959, Private/Non-Profit,11," $16,140.00 "," $12,376.00 ",0, $-   , $-   ,58," $15,985.00 "," $19,744.00 "
00648700, Aultman College of Nursing and Health Sciences, OH,447101799, Private/Non-Profit,11," $16,809.00 "," $22,283.00 ",0, $-   , $-   ,0, $-   , $-   
00648900, Christ College of Nursing and Health Sciences, OH,452192906, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,25," $20,690.00 "," $27,587.00 "
00649400, Good Samaritan College of Nursing and Health Science, OH,452202489, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,29," $20,125.00 "," $26,833.00 "
00653400, Citizens School of Nursing, PA,150686591, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,30," $6,579.00 "," $8,230.00 "
00661200, Covenant School of Nursing and Allied Health, TX,794070120, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,46," $7,713.00 "," $9,770.00 "
00662200, Jefferson College of Health Sciences, VA,240132222, Private/Non-Profit,109," $100,000.00 "," $95,500.00 ",0, $-   , $-   ,64," $53,908.00 "," $51,553.00 "
00663900, Bellin College, WI,543110000, Private/Non-Profit,1, $556.00 ," $1,210.00 ",0, $-   , $-   ,11," $10,869.00 "," $12,359.00 "
00665600, College of Du Page, IL,601376599, Public,131," $400,000.00 "," $335,504.00 ",0, $-   , $-   ,540," $499,145.00 "," $570,466.00 "
00666100, Angelina College, TX,759047328, Public,70," $204,471.00 "," $166,712.00 ",0, $-   , $-   ,258," $263,928.00 "," $267,341.00 "
00672000, College of Alameda, CA,945012109, Public,73," $237,247.00 "," $169,841.00 ",0, $-   , $-   ,871," $332,106.00 "," $363,606.00 "
00673100, Casa Loma College, CA,914054523, Private/Non-Profit,19," $43,647.00 "," $53,948.00 ",20, $-   ," $49,358.00 ",304," $85,855.00 "," $107,600.00 "
00675000, Valencia College, FL,328023028, Public,160," $691,903.00 "," $393,479.00 ",0, $-   , $-   ,4093," $953,662.00 "," $1,121,669.00 "
00675300, Illinois Central College, IL,616350001, Public,74," $168,849.00 "," $135,225.00 ",0, $-   , $-   ,430," $189,369.00 "," $206,400.00 "
00675500, Brown Mackie College (The), KS,674017307, Proprietary,30," $81,763.00 "," $61,551.00 ",0, $-   , $-   ,799," $132,640.00 "," $202,910.00 "
00675600, Northshore Technical Community College, LA,704275866, Public,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
00676000, University of Maine - Augusta, ME,43309410, Public,179," $294,802.00 "," $238,668.00 ",74, $-   ," $138,957.00 ",833," $204,953.00 "," $204,613.00 "
00676800, Mid Michigan Community College, MI,486259447, Public,53," $112,762.00 "," $145,911.00 ",0, $-   , $-   ,172," $118,119.00 "," $111,679.00 "
00677100, College for Creative Studies, MI,482024034, Private/Non-Profit,55," $110,306.00 "," $82,730.00 ",0, $-   , $-   ,86," $114,537.00 "," $142,113.00 "
00677500, Rainy River Community College, MN,566492187, Public,64," $83,486.00 "," $108,763.00 ",0, $-   , $-   ,64," $20,313.00 "," $41,200.00 "
00677700, Flathead Valley Community College, MT,599012699, Public,65," $56,137.00 "," $70,715.00 ",0, $-   , $-   ,180," $57,692.00 "," $76,923.00 "
00678200, Genesee Community College, NY,140209704, Public,155," $155,638.00 "," $147,191.00 ",0, $-   , $-   ,885," $92,676.00 "," $83,200.00 "
00678500, Schenectady County Community College, NY,123052294, Public,58," $101,100.00 "," $92,932.00 ",0, $-   , $-   ,265," $96,385.00 "," $85,413.00 "
00678700, Clinton Community College - SUNY Office of Community Colleges, NY,129015690, Public,25," $33,467.00 "," $25,671.00 ",0, $-   , $-   ,90," $34,189.00 "," $48,919.00 "
00678800, Tompkins Cortland Community College, NY,130530139, Public,84," $134,436.00 "," $122,132.00 ",0, $-   , $-   ,205," $102,457.00 "," $140,945.00 "
00678900, Columbia - Greene Community College - SUNY Office of Cmnty Colleges, NY,125349543, Public,51," $40,500.00 "," $40,500.00 ",0, $-   , $-   ,52," $39,248.00 "," $39,248.00 "
00679100, SUNY College at Purchase, NY,105771400, Public,168," $210,843.00 "," $153,769.00 ",87, $-   ," $225,600.00 ",335," $107,229.00 "," $213,252.00 "
00679900, Craven Community College, NC,285624984, Public,30," $79,198.00 "," $67,924.00 ",0, $-   , $-   ,120," $96,485.00 "," $102,378.00 "
00680400, Lakeland Community College, OH,440945198, Public,70," $204,848.00 "," $176,257.00 ",0, $-   , $-   ,791," $207,809.00 "," $184,590.00 "
00680700, Community College of Beaver County, PA,150612588, Public,33," $55,762.00 "," $67,255.00 ",0, $-   , $-   ,311," $47,314.00 "," $70,179.00 "
00681000, Lehigh Carbon Community College, PA,180782598, Public,52," $115,000.00 "," $89,904.00 ",0, $-   , $-   ,558," $120,000.00 "," $129,996.00 "
00681100, Luzerne County Community College, PA,186343899, Public,108," $142,025.00 "," $109,255.00 ",0, $-   , $-   ,846," $127,468.00 "," $156,404.00 "
00681500, Orangeburg - Calhoun Technical College, SC,291188299, Public,65," $125,941.00 "," $119,134.00 ",0, $-   , $-   ,355," $143,974.00 "," $143,622.00 "
00681900, Blue Ridge Community College, VA,244860080, Public,37," $91,003.00 "," $70,293.00 ",0, $-   , $-   ,245," $93,161.00 "," $111,886.00 "
00683500, Dyersburg State Community College, TN,380252450, Public,38," $87,432.00 "," $79,139.00 ",0, $-   , $-   ,347," $87,731.00 "," $92,725.00 "
00683600, Motlow State Community College, TN,373887972, Public,0, $-   , $-   ,0, $-   , $-   ,113," $82,434.00 "," $82,429.00 "
00685800, Unity College, ME,49889502, Private/Non-Profit,321," $267,056.00 "," $306,601.00 ",7, $-   ," $12,500.00 ",269," $107,610.00 "," $112,887.00 "
00686500, Camden County College, NJ,80123240, Public,152," $384,879.00 "," $223,414.00 ",0, $-   , $-   ,1432," $466,124.00 "," $549,180.00 "
00686700, Columbus State Community College, OH,432151786, Public,164," $520,000.00 "," $390,274.00 ",0, $-   , $-   ,999," $600,000.00 "," $655,706.00 "
00687100, Thomas Nelson Community College, VA,236661433, Public,49," $295,592.00 "," $171,182.00 ",0, $-   , $-   ,358," $315,826.00 "," $390,205.00 "
00687300, Marian Court College, MA,19072896, Private/Non-Profit,3," $7,937.00 "," $7,937.00 ",0, $-   , $-   ,21," $12,946.00 "," $12,946.00 "
00689500, University of Nebraska Medical Center, NE,681984265, Public,39," $80,548.00 "," $78,888.00 ",317, $-   ," $1,626,864.00 ",15," $43,293.00 "," $57,724.00 "
00690100, Rowan College at Gloucester County, NJ,80804249, Public,34," $35,000.00 "," $33,352.00 ",0, $-   , $-   ,181," $101,708.00 "," $133,947.00 "
00691100, Montgomery College, MD,208501195, Public,217," $692,065.00 "," $747,506.00 ",42, $-   ," $106,190.00 ",981," $547,572.00 "," $568,289.00 "
00693100, Waubonsee Community College, IL,605540000, Public,39," $90,000.00 "," $99,763.00 ",0, $-   , $-   ,319," $119,262.00 "," $131,163.00 "
00693800, Linn-Benton Community College, OR,973213774, Public,149," $263,832.00 "," $247,166.00 ",0, $-   , $-   ,635," $197,480.00 "," $263,113.00 "
00694100, Dallas Christian College, TX,752347229, Private/Non-Profit,21," $25,258.00 "," $28,932.00 ",0, $-   , $-   ,53," $13,638.00 "," $18,000.00 "
00694200, Mid-America Christian University, OK,731704504, Private/Non-Profit,94," $142,078.00 "," $184,450.00 ",0, $-   , $-   ,380," $109,896.00 "," $146,528.00 "
00694900, Kalamazoo Valley Community College, MI,490099606, Public,65," $200,000.00 "," $124,833.00 ",0, $-   , $-   ,2083," $245,812.00 "," $294,311.00 "
00695100, University of South Carolina Upstate, SC,293039972, Public,76," $154,427.00 "," $111,086.00 ",77, $-   ," $88,095.00 ",538," $160,936.00 "," $246,895.00 "
00696000, Maysville Community and Technical College, KY,410568910, Public,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
00696100, Jefferson Community and Technical College, KY,402022005, Public,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
00696200, Hazard Community and Technical College, KY,417012402, Public,0, $-   , $-   ,0, $-   , $-   ,0, $-   , $-   
00697300, Canada College, CA,940611099, Public,40," $83,799.00 "," $81,330.00 ",0, $-   , $-   ,166," $82,353.00 "," $79,925.00 "
00697700, Great Basin College, NV,898013348, Public,15," $39,698.00 "," $38,135.00 ",0, $-   , $-   ,93," $41,601.00 "," $41,022.00 "
00698200, Naugatuck Valley Community College, CT,67083089, Public,66," $146,674.00 "," $181,331.00 ",0, $-   , $-   ,1173," $136,526.00 "," $180,037.00 "
00701200, Samuel Merritt University, CA,946093108, Private/Non-Profit,173," $337,901.00 "," $345,785.00 ",71, $-   ," $296,636.00 ",132," $33,981.00 "," $150,057.00 "
00702500, Lebanon College, NH,37661312, Private/Non-Profit,1," $6,068.00 ", $580.00 ,0, $-   , $-   ,6," $32,400.00 "," $1,865.00 "
00702600, Icahn School of Medicine at Mount Sinai, NY,100296500, Private/Non-Profit,58," $133,000.00 "," $172,058.00 ",162, $-   ," $795,185.00 ",0, $-   , $-   
00703100, Pamlico Community College, NC,285290000, Public,5," $6,745.00 "," $7,370.00 ",0, $-   , $-   ,47," $8,535.00 "," $13,084.00 "
00703200, MidAmerica Nazarene University, KS,660621899, Private/Non-Profit,79," $131,788.00 "," $94,821.00 ",349, $-   ," $651,670.00 ",183," $122,202.00 "," $127,675.00 "
00703500, Kettering College, OH,454291299, Private/Non-Profit,41," $53,873.00 "," $60,964.00 ",24, $-   ," $46,000.00 ",0, $-   , $-   
00704700, Los Angeles Southwest College, CA,900474810, Public,70," $154,844.00 "," $158,911.00 ",16, $-   ," $22,500.00 ",288," $192,688.00 "," $184,400.00 "
00705000, Bellus Academy, CA,919503616, Proprietary,0, $-   , $-   ,0, $-   , $-   ,84," $12,000.00 "," $15,153.00 "
00705300, Delaware Technical Community College - Owens Campus, DE,199470000, Public,62," $115,701.00 "," $130,729.00 ",0, $-   , $-   ,289," $119,098.00 "," $111,922.00 "
00708500, Mount Vernon Nazarene University, OH,430509500, Private/Non-Profit,143," $126,029.00 "," $179,670.00 ",155, $-   ," $284,700.00 ",204," $117,580.00 "," $141,096.00 "
00709100, Everest Institute, PA,152221320, Private/Non-Profit,18," $71,865.00 "," $67,274.00 ",0, $-   , $-   ,156," $98,257.00 "," $89,400.00 "
00709600, College of the Mainland, TX,775912499, Public,46," $40,885.00 "," $40,885.00 ",0, $-   , $-   ,88," $100,000.00 "," $99,354.00 "
00709900, Virginia Highlands Community College, VA,242100000, Public,149," $259,731.00 "," $271,469.00 ",0, $-   , $-   ,692," $106,811.00 "," $132,505.00 "
00710700, Essex County College, NJ,71021798, Public,187," $492,107.00 "," $554,906.00 ",0, $-   , $-   ,1331," $250,000.00 "," $317,460.00 "
00710800, University of Puerto Rico - Rio Piedras Campus, PR,9313300, Public,414," $558,716.00 "," $707,707.00 ",0, $-   , $-   ,692," $436,950.00 "," $554,069.00 "
00710900, SUNY College at Old Westbury, NY,115680210, Public,226," $184,003.00 "," $164,882.00 ",9, $-   ," $9,750.00 ",292," $129,165.00 "," $164,087.00 "
00711000, Delaware County Community College, PA,190631094, Public,180," $293,293.00 "," $361,044.00 ",0, $-   , $-   ,392," $300,000.00 "," $358,808.00 "
00711100, North Country Community College, NY,129832046, Public,58," $93,086.00 "," $78,317.00 ",0, $-   , $-   ,80," $35,119.00 "," $33,769.00 "
00711300, Arizona Christian University, AZ,850327097, Private/Non-Profit,54," $36,062.00 "," $48,083.00 ",0, $-   , $-   ,44," $29,547.00 "," $36,000.00 "
00711800, Parkland College, IL,618211899, Public,78," $165,000.00 "," $141,335.00 ",0, $-   , $-   ,604," $200,000.00 "," $200,000.00 "
00711900, Rend Lake College, IL,628469801, Public,41," $95,406.00 "," $97,830.00 ",0, $-   , $-   ,189," $113,203.00 "," $111,725.00 "
00712000, Des Moines Area Community College, IA,500213993, Public,434," $324,945.00 "," $380,712.00 ",0, $-   , $-   ,596," $325,356.00 "," $209,407.00 "
00713000, Newberry School of Beauty, CA,913447404, Proprietary,0, $-   , $-   ,0, $-   , $-   ,61," $9,728.00 "," $12,080.00 "
00714200, Lyle's College of Beauty, CA,937103948, Proprietary,0, $-   , $-   ,4, $-   ," $13,000.00 ",120," $23,120.00 "," $29,063.00 "
00716400, Bryan University, CA,900102501, Private/Non-Profit,0, $-   , $-   ,0, $-   , $-   ,115," $79,957.00 "," $108,606.00 "
00717000, Lincoln Land Community College, IL,627949256, Public,61," $123,751.00 "," $77,586.00 ",0, $-   , $-   ,379," $100,000.00 "," $130,400.00 "
00717100, Kirtland Community College, MI,486530000, Public,31," $58,197.00 "," $54,232.00 ",0, $-   , $-   ,144," $51,345.00 "," $51,298.00 "
00718700, North Adrian's College of Beauty, CA,953502381, Proprietary,0, $-   , $-   ,0, $-   , $-   ,53," $11,784.00 "," $15,711.00 "
00719000, WyoTech, CA,945397663, Proprietary,22," $30,704.00 "," $63,694.00 ",0, $-   , $-   ,122," $28,575.00 "," $38,100.00 "
00719100, Northampton County Area Community College, PA,180207599, Public,217," $271,424.00 "," $347,085.00 ",2, $-   ," $3,000.00 ",977," $259,401.00 "," $316,334.00 "
00720300, Salon Success Academy, CA,917864060, Proprietary,0, $-   , $-   ,0, $-   , $-   ,49," $12,993.00 "," $16,241.00 "
00720400, Modern Beauty Academy - Oxnard, CA,930307016, Proprietary,0, $-   , $-   ,0, $-   , $-   ,33," $6,063.00 "," $8,302.00 "
00720600, University of Puerto Rico - Cayey University College, PR,7365534, Public,253," $383,274.00 "," $483,738.00 ",0, $-   , $-   ,230," $142,050.00 "," $189,400.00 "
00722800, University of Puerto Rico - Arecibo, PR,6144010, Public,254," $317,442.00 "," $402,093.00 ",0, $-   , $-   ,405," $180,886.00 "," $229,122.00 "
00723400, Heald College, CA,941033032, Proprietary,315," $484,991.00 "," $961,792.00 ",0, $-   , $-   ,2072," $545,702.00 "," $719,693.00 "
00725300, Federico Beauty Institute, CA,958341905, Proprietary,0, $-   , $-   ,0, $-   , $-   ,129," $24,778.00 "," $31,526.00 "
00726000, Southwest Virginia Community College, VA,246099998, Public,113," $159,213.00 "," $175,025.00 ",0, $-   , $-   ,329," $77,011.00 "," $107,838.00 "
00726300, Holy Cross College, IN,465560308, Private/Non-Profit,34," $29,232.00 "," $37,540.00 ",6, $-   ," $22,126.00 ",25," $19,601.00 "," $23,502.00 "
00726400, Mesivta Torah Vodaath Rabbinical Seminary, NY,112185209, Private/Non-Profit,17," $108,888.00 "," $80,670.00 ",0, $-   , $-   ,52," $59,936.00 "," $122,210.00 "
00726500, Carl Sandburg College, IL,614019576, Public,26," $56,703.00 "," $45,854.00 ",0, $-   , $-   ,83," $53,790.00 "," $60,587.00 "
00726600, Pima County Community College, AZ,857095000, Public,240," $589,012.00 "," $587,695.00 ",0, $-   , $-   ,531," $534,949.00 "," $459,740.00 "
00727500, Eastern Gateway Community College, OH,439523598, Public,38," $80,126.00 "," $80,126.00 ",0, $-   , $-   ,162," $70,517.00 "," $70,517.00 "
00727600, Saint Meinrad School of Theology, IN,475771002, Private/Non-Profit,50," $32,398.00 "," $40,497.00 ",0, $-   , $-   ,0, $-   , $-   
00727900, Hawaii Pacific University, HI,968132882, Private/Non-Profit,141," $327,360.00 "," $289,109.00 ",161, $-   ," $280,605.00 ",263," $206,704.00 "," $384,725.00 "
00728300, Central Arizona College, AZ,851289779, Public,90," $163,188.00 "," $139,927.00 ",0, $-   , $-   ,308," $148,461.00 "," $141,391.00 "
00728700, Brazosport College, TX,775663199, Public,55," $99,000.00 "," $105,701.00 ",0, $-   , $-   ,108," $154,361.00 "," $112,100.00 "
00728900, Central Wyoming College, WY,825012215, Public,20," $28,531.00 "," $24,683.00 ",0, $-   , $-   ,43," $26,932.00 "," $24,332.00 "
00729100, St. Luke's College, IA,511040263, Private/Non-Profit,5," $6,332.00 "," $6,599.00 ",0, $-   , $-   ,18," $5,979.00 "," $9,684.00 "
00729600, Coleman University, CA,921231506, Private/Non-Profit,13," $42,141.00 "," $59,302.00 ",0, $-   , $-   ,44," $44,660.00 "," $59,400.00 "
00729700, Redstone College, CO,800209988, Proprietary,43," $62,992.00 "," $94,145.00 ",35, $-   ," $77,903.00 ",69," $73,448.00 "," $79,100.00 "
00730300, Lincoln Technical Institute, CT,60512904, Proprietary,12," $69,000.00 "," $36,166.00 ",0, $-   , $-   ,603," $272,333.00 "," $352,437.00 "
00730400, Culinary Institute of America, NY,125381499, Private/Non-Profit,552," $255,889.00 "," $614,569.00 ",177, $-   ," $568,090.00 ",114," $274,906.00 "," $353,334.00 "
00730500, Porter and Chester Institute of Branford, CT,64054022, Proprietary,0, $-   , $-   ,0, $-   , $-   ,105," $43,953.00 "," $58,817.00 "
00731600, Western Iowa Tech Community College, IA,511061997, Public,127," $116,810.00 "," $135,173.00 ",0, $-   , $-   ,136," $103,045.00 "," $102,512.00 "
